gene1	gene2	correlation	p.adjusted
multidrug__lmrP	terZ	0.739991758	5.75E-10
terZ	vancomycin__vanHB	0.739991758	5.75E-10
bcrA	vancomycin__vanHO	0.739991758	5.75E-10
mtrR	vancomycin__vanHO	0.739991758	5.75E-10
cnrB	vancomycin__vanYM	0.739991758	5.75E-10
aminoglycoside__aadA6	ychH	0.739991758	5.75E-10
aminoglycoside__aadA27	yhcN	0.739991758	5.75E-10
beta_lactam__BcII	kpnO	0.740036368	5.73E-10
multidrug__mdtL	nikR	0.740061477	5.72E-10
beta_lactam__imiS	perR	0.740251157	5.62E-10
marR	trimethoprim__dfrC	0.740251157	5.62E-10
perR	trimethoprim__dfrC	0.740251157	5.62E-10
quinolone__lfrA	ttgR	0.740293058	5.60E-10
aminoglycoside__aadA27	bcrA	0.740333082	5.58E-10
beta_lactam__CepS	cnrB	0.740333082	5.58E-10
beta_lactam__cphA2	cnrB	0.740333082	5.58E-10
aminoglycoside__aadA27	mtrR	0.740333082	5.58E-10
adeC	quinolone__mfpA	0.740333082	5.58E-10
kmrA	quinolone__sdrM	0.740333082	5.58E-10
quinolone__QnrE2	terB	0.740333082	5.58E-10
pfr	trimethoprim__dfrA22	0.740333082	5.58E-10
fbpB	vancomycin__vanHO	0.740333082	5.58E-10
frnE	vancomycin__vanHO	0.740333082	5.58E-10
nixA	vancomycin__vanHO	0.740333082	5.58E-10
srpA	vancomycin__vanHO	0.740333082	5.58E-10
cnrB	vancomycin__vanN	0.740333082	5.58E-10
vancomycin__vanHO	yhcN	0.740333082	5.58E-10
emrRsm	fosfomycin__FosA7	0.740581626	5.47E-10
fosfomycin__FosA7	hasF	0.740581626	5.47E-10
fosfomycin__FosA7	kpnF	0.740581626	5.47E-10
fosfomycin__FosA7	mdtA	0.740581626	5.47E-10
multidrug__qacE	pcoC	0.740581626	5.47E-10
emrRsm	trimethoprim__dfrA26	0.740581626	5.47E-10
hasF	trimethoprim__dfrA26	0.740581626	5.47E-10
kpnF	trimethoprim__dfrA26	0.740581626	5.47E-10
mdtA	trimethoprim__dfrA26	0.740581626	5.47E-10
fosfomycin__FosA7	ygiW	0.740581626	5.47E-10
trimethoprim__dfrA26	ygiW	0.740581626	5.47E-10
fosfomycin__FosA7	hefC	0.740912095	5.31E-10
hefC	trimethoprim__dfrA26	0.740912095	5.31E-10
multidrug__mepA	nikB	0.741063127	5.24E-10
multidrug__mepA	nikE	0.741063127	5.24E-10
chloramphenicol__catB3	csoR	0.741869248	4.86E-10
multidrug__mdtL	tehB	0.741921516	4.84E-10
multidrug__ParS	sitD	0.742483259	4.60E-10
emhC	multidrug__PmpM	0.743045872	4.37E-10
aminoglycoside__aadS	pcoB	0.743076917	4.35E-10
aminoglycoside__aadS	nirC	0.74318362	4.31E-10
multidrug__tap	tbtB	0.743378486	4.23E-10
sulfonamide__sul2	tehB	0.743378486	4.23E-10
nikR	quinolone__lfrA	0.743397025	4.23E-10
beta_lactam__Rm3	eefA	0.743717133	4.10E-10
hoxN	tetracycline__tetX1	0.744116824	3.95E-10
chloramphenicol__catB3	fptA	0.744117778	3.95E-10
fpvA	multidrug__PmpM	0.744164613	3.94E-10
rifamycin__iri	silR	0.744267666	3.90E-10
corS	rifamycin__iri	0.744457134	3.83E-10
beta_lactam__Bla1	oprN	0.744598439	3.78E-10
modE	multidrug__mdtL	0.74467357	3.75E-10
multidrug__bmr	oprN	0.74477387	3.72E-10
aminoglycoside__aadA7	cadR	0.744890842	3.68E-10
multidrug__abeS	oprJ	0.745170162	3.59E-10
csoR	fosfomycin__FosB	0.745445429	3.49E-10
kpnO	multidrug__qacE	0.745683541	3.42E-10
csoR	other_peptide_antibiotics__ArnT	0.746292419	3.23E-10
hmrR	quinolone__lfrA	0.746997255	3.02E-10
qacF	quinolone__mfpA	0.74717362	2.97E-10
pcm	vancomycin__vanF	0.747223679	2.96E-10
fosfomycin__FosL1	qacF	0.747711978	2.83E-10
aminoglycoside__aadA27	terB	0.747711978	2.83E-10
bacitracin__bacA	pstC	0.747747986	2.82E-10
aminoglycoside__aadA27	phoR	0.747944982	2.76E-10
adeA	aminoglycoside__aadA27	0.747981157	2.76E-10
fosfomycin__FosA	tbtM	0.747981157	2.76E-10
bepC	chloramphenicol__catB9	0.748012886	2.75E-10
qacF	quinolone__QnrE2	0.748012886	2.75E-10
fosfomycin__FosC2	terA	0.748182419	2.70E-10
fosfomycin__FosC2	ttgF	0.748182419	2.70E-10
quinolone__QnrE2	tbtM	0.748354211	2.66E-10
adeC	vancomycin__vanHF	0.748354211	2.66E-10
adeA	fosfomycin__FosL1	0.748519515	2.62E-10
cadR	multidrug__ParS	0.748639222	2.59E-10
adeA	beta_lactam__CepS	0.748695535	2.58E-10
adeA	beta_lactam__cphA2	0.748695535	2.58E-10
chloramphenicol__catB10	qacF	0.748695535	2.58E-10
qacF	quinolone__QnrB20	0.748695535	2.58E-10
bcrA	quinolone__mfpA	0.748695535	2.58E-10
mtrR	quinolone__mfpA	0.748695535	2.58E-10
adeA	vancomycin__vanN	0.748695535	2.58E-10
qacF	vancomycin__vanYM	0.748695535	2.58E-10
aminoglycoside__aadA27	yqjH	0.748695535	2.58E-10
aminoglycoside__aadA27	qacF	0.748788694	2.56E-10
fosfomycin__FosL1	terB	0.748788694	2.56E-10
aminoglycoside__aadS	ncrB	0.74894556	2.52E-10
emrR	multidrug__emrD	0.749133187	2.48E-10
quinolone__mfpA	terB	0.749327052	2.43E-10
aioE	chloramphenicol__catA4	0.749378184	2.42E-10
aminoglycoside__aadA6	cnrH	0.749378184	2.42E-10
aioE	fosfomycin__FosA5	0.749378184	2.42E-10
aioE	fosfomycin__FosA6	0.749378184	2.42E-10
aminoglycoside__aadA13	kpnE	0.749378184	2.42E-10
beta_lactam__MAB	kpnE	0.749378184	2.42E-10
adeL	quinolone__QnrE1	0.749378184	2.42E-10
chloramphenicol__catB10	tbtM	0.749378184	2.42E-10
quinolone__QnrB20	tbtM	0.749378184	2.42E-10
kpnE	tetracycline__tetX6	0.749378184	2.42E-10
kpnE	trimethoprim__dfrA12	0.749378184	2.42E-10
tbtM	vancomycin__vanYM	0.749378184	2.42E-10
aminoglycoside__aadA13	ychH	0.749378184	2.42E-10
beta_lactam__MAB	ychH	0.749378184	2.42E-10
tetracycline__tetX6	ychH	0.749378184	2.42E-10
trimethoprim__dfrA12	ychH	0.749378184	2.42E-10
cutA	sulfonamide__sul2	0.749422373	2.41E-10
marA	sulfonamide__sul2	0.749422373	2.41E-10
terA	trimethoprim__dfrA26	0.749504296	2.39E-10
fosfomycin__FosA7	ttgF	0.749504296	2.39E-10
trimethoprim__dfrA26	ttgF	0.749504296	2.39E-10
adeA	quinolone__mfpA	0.749596231	2.37E-10
adeA	chloramphenicol__catB10	0.749719509	2.34E-10
beta_lactam__CepS	qacF	0.749719509	2.34E-10
beta_lactam__cphA2	qacF	0.749719509	2.34E-10
adeA	quinolone__QnrB20	0.749719509	2.34E-10
fbpB	quinolone__mfpA	0.749719509	2.34E-10
frnE	quinolone__mfpA	0.749719509	2.34E-10
nixA	quinolone__mfpA	0.749719509	2.34E-10
quinolone__mfpA	srpA	0.749719509	2.34E-10
aminoglycoside__aadA14	terB	0.749719509	2.34E-10
beta_lactam__BcIII	terB	0.749719509	2.34E-10
qacF	vancomycin__vanN	0.749719509	2.34E-10
adeA	vancomycin__vanYM	0.749719509	2.34E-10
quinolone__mfpA	yhcN	0.749719509	2.34E-10
multidrug__mepA	yfmP	0.749834765	2.32E-10
chloramphenicol__catB2	yodD	0.749834765	2.32E-10
aioE	aminoglycoside__aadA13	0.750060834	2.27E-10
aioE	beta_lactam__MAB	0.750060834	2.27E-10
aminoglycoside__aadA6	kmrA	0.750060834	2.27E-10
beta_lactam__BcI	kmrA	0.750060834	2.27E-10
chloramphenicol__catA4	kpnE	0.750060834	2.27E-10
fosfomycin__FosA5	kpnE	0.750060834	2.27E-10
fosfomycin__FosA6	kpnE	0.750060834	2.27E-10
adeA	quinolone__QnrE2	0.750060834	2.27E-10
adeT2	quinolone__mfpA	0.750060834	2.27E-10
pmrB	quinolone__mfpA	0.750060834	2.27E-10
kmrA	streptothricin__SatA	0.750060834	2.27E-10
beta_lactam__CepS	tbtM	0.750060834	2.27E-10
beta_lactam__cphA2	tbtM	0.750060834	2.27E-10
aioE	tetracycline__tetX6	0.750060834	2.27E-10
quinolone__mfpA	triC	0.750060834	2.27E-10
aioE	trimethoprim__dfrA12	0.750060834	2.27E-10
arrB	vancomycin__vanC	0.750060834	2.27E-10
nhlF	vancomycin__vanHO	0.750060834	2.27E-10
tbtM	vancomycin__vanN	0.750060834	2.27E-10
kmrA	vancomycin__vanYF	0.750060834	2.27E-10
kmrA	vancomycin__vanZF	0.750060834	2.27E-10
chloramphenicol__catA4	ychH	0.750060834	2.27E-10
fosfomycin__FosA5	ychH	0.750060834	2.27E-10
fosfomycin__FosA6	ychH	0.750060834	2.27E-10
multidrug__blt	ycnK	0.750060834	2.27E-10
fosfomycin__FosL1	soxS	0.750131955	2.26E-10
arsD	tetracycline__tetA	0.750199522	2.25E-10
cutA	multidrug__qacEdelta1	0.750287031	2.23E-10
marA	multidrug__qacEdelta1	0.750287031	2.23E-10
kpnE	quinolone__sdrM	0.750402158	2.20E-10
multidrug__blt	ssmE	0.750402158	2.20E-10
quinolone__sdrM	terB	0.750402158	2.20E-10
quinolone__sdrM	ychH	0.750402158	2.20E-10
emhA	trimethoprim__dfrB2	0.750913036	2.10E-10
multidrug__ParS	phoB	0.751131242	2.06E-10
aminoglycoside__aadS	emhR	0.751245497	2.03E-10
cutA	multidrug__mdtL	0.751808484	1.93E-10
marA	multidrug__mdtL	0.751808484	1.93E-10
emrCsm	multidrug__qacE	0.751844094	1.92E-10
irlR	rifamycin__iri	0.752369591	1.83E-10
multidrug__qacE	pcm	0.752870853	1.74E-10
aminoglycoside__aadA7	sdeX	0.752951098	1.73E-10
chloramphenicol__catB3	nikB	0.75316245	1.69E-10
nikB	other_peptide_antibiotics__ArnT	0.75335067	1.66E-10
aminoglycoside__aadA27	cuiD	0.753521764	1.63E-10
aminoglycoside__aadA27	smfY	0.753521764	1.63E-10
beta_lactam__blaF	eefA	0.754280691	1.52E-10
beta_lactam__imiS	kpnO	0.754410991	1.50E-10
emhA	rifamycin__iri	0.754607847	1.47E-10
bepC	trimethoprim__dfrA22	0.754845222	1.44E-10
multidrug__abeS	tupC	0.75495054	1.42E-10
emhC	rifamycin__iri	0.755248505	1.38E-10
aminoglycoside__aadA27	cusB	0.755271343	1.38E-10
aminoglycoside__aadS	kpnO	0.755454419	1.35E-10
arsD	beta_lactam__y56	0.755666192	1.33E-10
pcoB	vancomycin__vanF	0.755694439	1.32E-10
cmeB	trimethoprim__dfrB2	0.755737367	1.32E-10
multidrug__tap	silB	0.756047198	1.28E-10
quinolone__lfrA	tbtB	0.75607986	1.27E-10
bepC	vancomycin__vanHO	0.756191117	1.26E-10
fptA	other_peptide_antibiotics__ArnT	0.75636483	1.24E-10
aminoglycoside__aadA7	fpvA	0.756495287	1.22E-10
multidrug__abcA	sdeX	0.756569319	1.21E-10
fptA	multidrug__blt	0.756729475	1.19E-10
pmrC	vancomycin__vanXI	0.756835845	1.18E-10
multidrug__mdtL	robA	0.757131347	1.15E-10
chloramphenicol__catB11	pfr	0.757399313	1.12E-10
bepC	beta_lactam__CepS	0.758081962	1.05E-10
bepC	beta_lactam__cphA2	0.758081962	1.05E-10
aioE	quinolone__QnrE2	0.758081962	1.05E-10
bepC	vancomycin__vanN	0.758081962	1.05E-10
adeL	aminoglycoside__aadA14	0.758423287	1.01E-10
adeL	beta_lactam__BcIII	0.758423287	1.01E-10
bcrA	fosfomycin__FosA	0.758423287	1.01E-10
fosfomycin__FosA	mtrR	0.758423287	1.01E-10
adeT2	vancomycin__vanXI	0.758423287	1.01E-10
pmrB	vancomycin__vanXI	0.758423287	1.01E-10
triC	vancomycin__vanXI	0.758423287	1.01E-10
fbpB	fosfomycin__FosA	0.759105936	9.46E-11
aminoglycoside__aadA13	fptA	0.759105936	9.46E-11
beta_lactam__MAB	fptA	0.759105936	9.46E-11
fosfomycin__FosA	frnE	0.759105936	9.46E-11
fosfomycin__FosA	nixA	0.759105936	9.46E-11
fosfomycin__FosA	srpA	0.759105936	9.46E-11
aminoglycoside__aadA14	terZ	0.759105936	9.46E-11
beta_lactam__BcIII	terZ	0.759105936	9.46E-11
fptA	tetracycline__tetX6	0.759105936	9.46E-11
fptA	trimethoprim__dfrA12	0.759105936	9.46E-11
fbpB	vancomycin__vanXI	0.759105936	9.46E-11
frnE	vancomycin__vanXI	0.759105936	9.46E-11
nixA	vancomycin__vanXI	0.759105936	9.46E-11
srpA	vancomycin__vanXI	0.759105936	9.46E-11
fosfomycin__FosA	yhcN	0.759105936	9.46E-11
vancomycin__vanXI	yhcN	0.759105936	9.46E-11
adeA	aminoglycoside__aadA6	0.75944726	9.15E-11
aioE	chloramphenicol__catB10	0.75944726	9.15E-11
bepC	chloramphenicol__catB10	0.75944726	9.15E-11
adeT2	fosfomycin__FosA	0.75944726	9.15E-11
chloramphenicol__catA4	fptA	0.75944726	9.15E-11
fosfomycin__FosA5	fptA	0.75944726	9.15E-11
fosfomycin__FosA6	fptA	0.75944726	9.15E-11
aminoglycoside__aadA13	kmrA	0.75944726	9.15E-11
beta_lactam__MAB	kmrA	0.75944726	9.15E-11
chloramphenicol__catB11	nccC	0.75944726	9.15E-11
fosfomycin__FosA	pmrB	0.75944726	9.15E-11
aioE	quinolone__QnrB20	0.75944726	9.15E-11
bepC	quinolone__QnrB20	0.75944726	9.15E-11
kmrA	tetracycline__tetX6	0.75944726	9.15E-11
fosfomycin__FosA	triC	0.75944726	9.15E-11
kmrA	trimethoprim__dfrA12	0.75944726	9.15E-11
bcrA	vancomycin__vanXI	0.75944726	9.15E-11
mtrR	vancomycin__vanXI	0.75944726	9.15E-11
aioE	vancomycin__vanYM	0.75944726	9.15E-11
bepC	vancomycin__vanYM	0.75944726	9.15E-11
cueO	multidrug__mdtL	0.759567042	9.06E-11
csoR	quinolone__norB	0.7596499	8.98E-11
aioE	beta_lactam__CepS	0.76012991	8.56E-11
aioE	beta_lactam__cphA2	0.76012991	8.56E-11
chloramphenicol__catA4	kmrA	0.76012991	8.56E-11
fosfomycin__FosA5	kmrA	0.76012991	8.56E-11
fosfomycin__FosA6	kmrA	0.76012991	8.56E-11
beta_lactam__BcI	kpnE	0.76012991	8.56E-11
fosfomycin__FosL1	nccN	0.76012991	8.56E-11
bepC	quinolone__QnrE2	0.76012991	8.56E-11
kpnE	streptothricin__SatA	0.76012991	8.56E-11
terB	trimethoprim__dfrA17	0.76012991	8.56E-11
terB	trimethoprim__dfrA7	0.76012991	8.56E-11
nhlF	vancomycin__vanHF	0.76012991	8.56E-11
aioE	vancomycin__vanN	0.76012991	8.56E-11
kpnE	vancomycin__vanYF	0.76012991	8.56E-11
kpnE	vancomycin__vanZF	0.76012991	8.56E-11
beta_lactam__BcI	ychH	0.76012991	8.56E-11
streptothricin__SatA	ychH	0.76012991	8.56E-11
vancomycin__vanYF	ychH	0.76012991	8.56E-11
vancomycin__vanZF	ychH	0.76012991	8.56E-11
quinolone__qepA	srpB	0.760150029	8.55E-11
quinolone__qepA	terE	0.760265235	8.46E-11
aminoglycoside__aadA7	vceA	0.760869046	7.96E-11
multidrug__qacE	ncrB	0.761084923	7.79E-11
corD	multidrug__mdtH	0.761165762	7.72E-11
troA	vancomycin__vanC	0.761285521	7.63E-11
multidrug__abeS	tehA	0.761341612	7.59E-11
bacitracin__bacA	ruvB	0.761378298	7.56E-11
pleuromutilin_tiamulin__TaeA	terD	0.76187387	7.19E-11
cusB	fosfomycin__FosL1	0.761941613	7.14E-11
aminoglycoside__aadA27	sdeX	0.761975461	7.12E-11
pmrC	vancomycin__vanHO	0.762194168	6.96E-11
multidrug__abeS	ttgR	0.762368371	6.84E-11
bltR	fosfomycin__FosB	0.763472494	6.12E-11
cueO	multidrug__qacEdelta1	0.763606238	6.04E-11
tbtM	vancomycin__vanC	0.763862719	5.88E-11
adeN	aminoglycoside__aadA27	0.764131898	5.72E-11
copM	quinolone__lfrA	0.764310735	5.62E-11
cinA	multidrug__abeS	0.765020312	5.23E-11
aminoglycoside__aadA7	sugE	0.766025325	4.71E-11
chloramphenicol__catB3	eefA	0.766055522	4.70E-11
eefA	other_peptide_antibiotics__ArnT	0.766055522	4.70E-11
beta_lactam__blaF	fecD	0.766260033	4.60E-11
aminoglycoside__aadA7	emrR	0.766436278	4.52E-11
beta_lactam__blaF	emrRsm	0.76680952	4.35E-11
beta_lactam__blaF	hasF	0.76680952	4.35E-11
beta_lactam__blaF	kpnF	0.76680952	4.35E-11
beta_lactam__blaF	mdtA	0.76680952	4.35E-11
beta_lactam__blaF	ygiW	0.76680952	4.35E-11
aminoglycoside__aadA27	dsbC	0.766862304	4.32E-11
eefA	multidrug__qacE	0.767245475	4.16E-11
chloramphenicol__catB3	qacF	0.767299698	4.13E-11
other_peptide_antibiotics__ArnT	qacF	0.767299698	4.13E-11
aminoglycoside__aadS	pcm	0.767405111	4.09E-11
beta_lactam__blaF	hefC	0.767633751	3.99E-11
fecD	vancomycin__vanXO	0.767633751	3.99E-11
trimethoprim__dfrA26	vmeC	0.767633751	3.99E-11
nccB	tetracycline__tetX1	0.767677589	3.97E-11
copM	multidrug__tap	0.767777073	3.93E-11
beta_lactam__blaF	gadX	0.767908495	3.88E-11
emrRsm	vancomycin__vanXO	0.767908495	3.88E-11
hasF	vancomycin__vanXO	0.767908495	3.88E-11
kpnF	vancomycin__vanXO	0.767908495	3.88E-11
mdtA	vancomycin__vanXO	0.767908495	3.88E-11
vancomycin__vanXO	ygiW	0.767908495	3.88E-11
arsR	fosfomycin__FosB	0.767917531	3.88E-11
gadX	vancomycin__vanXO	0.768183238	3.77E-11
hefC	vancomycin__vanXO	0.768457982	3.67E-11
farA	tetracycline__tetX1	0.768476825	3.66E-11
fosfomycin__FosC2	vmeC	0.768732726	3.56E-11
adeA	aminoglycoside__aadA13	0.768833687	3.53E-11
adeA	beta_lactam__MAB	0.768833687	3.53E-11
chloramphenicol__catA4	qacF	0.768833687	3.53E-11
fosfomycin__FosA5	qacF	0.768833687	3.53E-11
fosfomycin__FosA6	qacF	0.768833687	3.53E-11
adeA	tetracycline__tetX6	0.768833687	3.53E-11
adeA	trimethoprim__dfrA12	0.768833687	3.53E-11
chloramphenicol__catB11	sepA	0.769175012	3.40E-11
adeA	chloramphenicol__catB3	0.769267975	3.37E-11
adeA	other_peptide_antibiotics__ArnT	0.769267975	3.37E-11
aminoglycoside__aadA27	ttgC	0.769267975	3.37E-11
aminoglycoside__aadA14	bepC	0.769516337	3.29E-11
bepC	beta_lactam__BcIII	0.769516337	3.29E-11
copZ	multidrug__bmr	0.769516337	3.29E-11
terZ	trimethoprim__dfrA17	0.769516337	3.29E-11
terZ	trimethoprim__dfrA7	0.769516337	3.29E-11
nhlF	vancomycin__vanXI	0.769516337	3.29E-11
adeA	chloramphenicol__catA4	0.769857661	3.17E-11
adeA	fosfomycin__FosA5	0.769857661	3.17E-11
adeA	fosfomycin__FosA6	0.769857661	3.17E-11
aminoglycoside__aadA13	qacF	0.769857661	3.17E-11
beta_lactam__MAB	qacF	0.769857661	3.17E-11
beta_lactam__BcI	terB	0.769857661	3.17E-11
streptothricin__SatA	terB	0.769857661	3.17E-11
qacF	tetracycline__tetX6	0.769857661	3.17E-11
qacF	trimethoprim__dfrA12	0.769857661	3.17E-11
terB	vancomycin__vanYF	0.769857661	3.17E-11
terB	vancomycin__vanZF	0.769857661	3.17E-11
hoxN	trimethoprim__dfrB6	0.770174854	3.07E-11
chloramphenicol__cmx	modE	0.770196363	3.06E-11
aminoglycoside__aadA27	bepC	0.770457604	2.98E-11
arsR	chloramphenicol__catB3	0.771383474	2.70E-11
multidrug__emrD	nikB	0.771779873	2.59E-11
bepC	fosfomycin__FosL1	0.771803499	2.58E-11
bepC	quinolone__mfpA	0.772341857	2.44E-11
multidrug__mdtL	phoR	0.772356001	2.44E-11
multidrug__abcA	trgB	0.772514538	2.40E-11
aminoglycoside__aadS	silB	0.772732841	2.34E-11
mntR	multidrug__emrD	0.772901816	2.30E-11
beta_lactam__blaF	emhR	0.773098518	2.25E-11
cnrB	fosfomycin__FosL1	0.773149394	2.24E-11
mntR	other_peptide_antibiotics__ArnT	0.773243248	2.22E-11
aminoglycoside__aadS	nccB	0.773678111	2.12E-11
dsbA	multidrug__emrD	0.774087759	2.03E-11
adeT1	multidrug__qacE	0.774777086	1.88E-11
troA	vancomycin__vanHO	0.774844757	1.87E-11
beta_lactam__Rm3	emhR	0.775207142	1.80E-11
chrR	rifamycin__iri	0.775412435	1.76E-11
beta_lactam__blaF	kmtR	0.775486046	1.74E-11
cinA	fosfomycin__FosA	0.775500849	1.74E-11
multidrug__tap	sitD	0.775884953	1.67E-11
chloramphenicol__catB3	cusS	0.776032908	1.64E-11
cusS	other_peptide_antibiotics__ArnT	0.776032908	1.64E-11
beta_lactam__Rm3	czrB	0.776700291	1.53E-11
fecE	multidrug__mdtL	0.77768861	1.37E-11
cusB	multidrug__mdtL	0.777698224	1.37E-11
chloramphenicol__catB11	cnrB	0.777860027	1.35E-11
beta_lactam__blaF	cutA	0.777980813	1.33E-11
beta_lactam__blaF	marA	0.777980813	1.33E-11
bcrA	vancomycin__vanC	0.778561439	1.25E-11
mtrR	vancomycin__vanC	0.778561439	1.25E-11
beta_lactam__blaF	silC	0.778894472	1.20E-11
adeT2	vancomycin__vanC	0.778902763	1.20E-11
pmrB	vancomycin__vanC	0.778902763	1.20E-11
triC	vancomycin__vanC	0.778902763	1.20E-11
fosfomycin__FosA	yqjH	0.778902763	1.20E-11
bmrR	multidrug__bmr	0.779244088	1.16E-11
cueR	multidrug__bmr	0.779244088	1.16E-11
beta_lactam__BcI	terZ	0.779244088	1.16E-11
streptothricin__SatA	terZ	0.779244088	1.16E-11
fbpB	vancomycin__vanC	0.779244088	1.16E-11
frnE	vancomycin__vanC	0.779244088	1.16E-11
nixA	vancomycin__vanC	0.779244088	1.16E-11
srpA	vancomycin__vanC	0.779244088	1.16E-11
terZ	vancomycin__vanYF	0.779244088	1.16E-11
terZ	vancomycin__vanZF	0.779244088	1.16E-11
multidrug__bmr	ycnJ	0.779244088	1.16E-11
vancomycin__vanC	yhcN	0.779244088	1.16E-11
adeN	fosfomycin__FosA	0.77974428	1.10E-11
aminoglycoside__aadS	nikD	0.780264961	1.04E-11
bepC	chloramphenicol__catB11	0.780282638	1.03E-11
fosfomycin__FosL1	tbtM	0.780282638	1.03E-11
cutC	multidrug__qacE	0.781645677	8.89E-12
fecE	multidrug__qacE	0.781645677	8.89E-12
emrR	multidrug__ParS	0.782471587	8.10E-12
aminoglycoside__aadS	oprJ	0.783019395	7.62E-12
quinolone__qepA	vceB	0.783131115	7.53E-12
bepF	trimethoprim__DfrA38	0.783568882	7.17E-12
dsbB	tetracycline__tetA	0.78388839	6.91E-12
tehA	tetracycline__tetX2	0.784393113	6.53E-12
tetracycline__tetX2	ttgR	0.784393113	6.53E-12
aminoglycoside__aadS	cusS	0.784983494	6.11E-12
lde	tetracycline__tetA	0.785262187	5.92E-12
multidrug__qacEdelta1	qacE	0.785754453	5.60E-12
aioE	chloramphenicol__catB11	0.786069987	5.40E-12
beta_lactam__blaF	mepC	0.786203746	5.32E-12
furA	quinolone__qepA	0.78626985	5.28E-12
fpvA	multidrug__ParS	0.786368887	5.22E-12
kmtR	multidrug__tap	0.787168142	4.76E-12
adeN	other_peptide_antibiotics__ArnT	0.787310507	4.68E-12
acr3	aminoglycoside__aadA6	0.787606541	4.53E-12
aioE	aminoglycoside__aadA6	0.787606541	4.53E-12
bcrA	chloramphenicol__catB11	0.787606541	4.53E-12
chloramphenicol__catB11	mtrR	0.787606541	4.53E-12
chloramphenicol__catB11	fbpB	0.78828919	4.19E-12
chloramphenicol__catB11	frnE	0.78828919	4.19E-12
chloramphenicol__catB11	nixA	0.78828919	4.19E-12
chloramphenicol__catB11	srpA	0.78828919	4.19E-12
beta_lactam__mecA	terB	0.78828919	4.19E-12
beta_lactam__mecA	terZ	0.78828919	4.19E-12
chloramphenicol__catB11	yhcN	0.78828919	4.19E-12
adeT2	chloramphenicol__catB11	0.788630515	4.03E-12
bmrR	multidrug__blt	0.788630515	4.03E-12
cueR	multidrug__blt	0.788630515	4.03E-12
chloramphenicol__catB11	pmrB	0.788630515	4.03E-12
aminoglycoside__aadA6	qacF	0.788630515	4.03E-12
chloramphenicol__catB11	triC	0.788630515	4.03E-12
bmrR	tunicamycin__tmrB	0.788630515	4.03E-12
cueR	tunicamycin__tmrB	0.788630515	4.03E-12
multidrug__blt	ycnJ	0.788630515	4.03E-12
tunicamycin__tmrB	ycnJ	0.788630515	4.03E-12
bltR	tunicamycin__tmrB	0.788761777	3.97E-12
cutA	multidrug__qacE	0.789338499	3.71E-12
marA	multidrug__qacE	0.789338499	3.71E-12
mepC	multidrug__qacE	0.79016273	3.37E-12
trimethoprim__DfrA38	ttgF	0.79016273	3.37E-12
beta_lactam__blaF	tehA	0.790986961	3.06E-12
beta_lactam__blaF	nikR	0.791685701	2.82E-12
beta_lactam__blaF	ttgR	0.791811192	2.78E-12
aminoglycoside__aadS	pcoS	0.791914116	2.75E-12
aminoglycoside__aadA27	nikB	0.792068194	2.70E-12
kexD	multidrug__PmpM	0.79228891	2.62E-12
aminoglycoside__aadA27	nikE	0.792299861	2.62E-12
multidrug__qacE	pcoS	0.792360679	2.60E-12
multidrug__pmrA	pcoC	0.792910166	2.44E-12
cmtR	vancomycin__vanXO	0.792910166	2.44E-12
aminoglycoside__aadA16	bcrA	0.793324619	2.32E-12
arrB	beta_lactam__blaC	0.793324619	2.32E-12
bcrA	chloramphenicol__catII	0.793324619	2.32E-12
bcrA	chloramphenicol__cmlB1	0.793324619	2.32E-12
aminoglycoside__aadA13	chtS	0.793324619	2.32E-12
aminoglycoside__aadA9	chtS	0.793324619	2.32E-12
beta_lactam__CepS	chtS	0.793324619	2.32E-12
beta_lactam__MAB	chtS	0.793324619	2.32E-12
beta_lactam__cphA2	chtS	0.793324619	2.32E-12
chloramphenicol__catB9	chtS	0.793324619	2.32E-12
aminoglycoside__aadA13	cueP	0.793324619	2.32E-12
aminoglycoside__aadA9	cueP	0.793324619	2.32E-12
beta_lactam__CepS	cueP	0.793324619	2.32E-12
beta_lactam__MAB	cueP	0.793324619	2.32E-12
beta_lactam__cphA2	cueP	0.793324619	2.32E-12
chloramphenicol__catB9	cueP	0.793324619	2.32E-12
aminoglycoside__aadA14	eefX	0.793324619	2.32E-12
beta_lactam__BcI	eefX	0.793324619	2.32E-12
beta_lactam__BcIII	eefX	0.793324619	2.32E-12
chloramphenicol__catA4	eefX	0.793324619	2.32E-12
chloramphenicol__catB10	eefX	0.793324619	2.32E-12
aminoglycoside__aadA13	emrK	0.793324619	2.32E-12
aminoglycoside__aadA9	emrK	0.793324619	2.32E-12
beta_lactam__CepS	emrK	0.793324619	2.32E-12
beta_lactam__MAB	emrK	0.793324619	2.32E-12
beta_lactam__cphA2	emrK	0.793324619	2.32E-12
chloramphenicol__catB9	emrK	0.793324619	2.32E-12
aminoglycoside__aadA13	farB	0.793324619	2.32E-12
aminoglycoside__aadA9	farB	0.793324619	2.32E-12
beta_lactam__CepS	farB	0.793324619	2.32E-12
beta_lactam__MAB	farB	0.793324619	2.32E-12
beta_lactam__cphA2	farB	0.793324619	2.32E-12
chloramphenicol__catB9	farB	0.793324619	2.32E-12
aminoglycoside__aadA14	farR	0.793324619	2.32E-12
beta_lactam__BcI	farR	0.793324619	2.32E-12
beta_lactam__BcIII	farR	0.793324619	2.32E-12
